project_name_en,ejari_property_sub_type_en,average_prices_per_development
Dubai Wharf - Tower 2,2 bed rooms+hall,89855.78285714285
Dubai Wharf - Tower 2,3 bed rooms+hall,117247.16279069768
Dubai Wharf - Tower 2,Studio,48806.78571428572
Dune Residency Dubai,1bed room+Hall,45496.333333333336
Dune Residency Dubai,2 bed rooms+hall,69146.52777777778
Dune Residency Dubai,3 bed rooms+hall,89392.0
Dune Residency Dubai,Studio,32196.988372093023
Dune Residency Dubai,Supermarket,127085.57142857143
EAGLE HEIGHTS,1bed room+Hall,42164.39603960396
EAGLE HEIGHTS,2 bed rooms+hall,64843.75
EAGLE HEIGHTS,Studio,28650.076612903227
EATON PLACE,1bed room+Hall,60640.899122807015
EATON PLACE,2 bed rooms+hall,85044.79166666667
EATON PLACE,Studio,35964.107142857145
EDMONTON ELM,1bed room+Hall,39265.46875
EDMONTON ELM,2 bed rooms+hall,67614.66666666667
EDMONTON ELM,3 bed rooms+hall,84400.0
EDMONTON ELM,Studio,34889.61538461538
EDMONTON ELM,Supermarket,253125.0
ELASH,1bed room+Hall,32817.282949308756
ELASH,2 bed rooms+hall,44157.11952191235
ELASH,Studio,22429.708133971293
ELITE 10 SPORTS RESIDENCE,1bed room+Hall,44067.6249100072
ELITE 10 SPORTS RESIDENCE,2 bed rooms+hall,60839.73549883991
ELITE 10 SPORTS RESIDENCE,3 bed rooms+hall,82129.65277777778
ELITE 10 SPORTS RESIDENCE,Studio,31224.361389052385
ELITE 3 SPORTS RESIDENCE,1bed room+Hall,4587939.078404401
ELITE 3 SPORTS RESIDENCE,2 bed rooms+hall,69359.69852941176
ELITE 3 SPORTS RESIDENCE,Studio,34888.26688907423
ELITE 4 SPORTS RESIDENCE,1bed room+Hall,49427.767354596625
ELITE 4 SPORTS RESIDENCE,2 bed rooms+hall,70723.11229946524
ELITE 4 SPORTS RESIDENCE,Studio,33639.54778325123
ELITE 5 SPORTS RESIDENCE,1bed room+Hall,57979.15758468336
ELITE 5 SPORTS RESIDENCE,2 bed rooms+hall,70998.01739130435
ELITE 5 SPORTS RESIDENCE,Studio,36611.63385826772
ELITE 6 SPORTS RESIDENCE,1bed room+Hall,49684.33825198638
ELITE 6 SPORTS RESIDENCE,2 bed rooms+hall,66755.63414634146
ELITE 6 SPORTS RESIDENCE,Studio,325486.31090487237
ELITE 7 SPORTS RESIDENCE,1bed room+Hall,52029.42827868852
ELITE 7 SPORTS RESIDENCE,2 bed rooms+hall,73083.70909090909
ELITE 7 SPORTS RESIDENCE,3 bed rooms+hall,91799.07692307692
ELITE 7 SPORTS RESIDENCE,Studio,34941.57142857143
ELITE 8 SPORTS RESIDENCE,1bed room+Hall,46682.27745098039
ELITE 8 SPORTS RESIDENCE,2 bed rooms+hall,65949.43309859154
ELITE 8 SPORTS RESIDENCE,3 bed rooms+hall,87217.67948717948
ELITE 8 SPORTS RESIDENCE,Studio,32591.055143160127
ELITE 9 SPORTS RESIDENCE,1bed room+Hall,49558.874689826305
ELITE 9 SPORTS RESIDENCE,2 bed rooms+hall,65652.1330049261
ELITE 9 SPORTS RESIDENCE,Studio,33711.0487012987
ELITE BUSINESS BAY RESIDENCE,1bed room+Hall,69567.1875
ELITE BUSINESS BAY RESIDENCE,2 bed rooms+hall,103187.81428571428
ELITE BUSINESS BAY RESIDENCE,4 bed rooms+hall,166526.75438596492
ELITE BUSINESS BAY RESIDENCE,Shop,87000.0
ELITE BUSINESS BAY RESIDENCE,Studio,48041.36756756757
ELITE DOWNTOWN RESIDENCE,1bed room+Hall,105361.47826086957
ELITE DOWNTOWN RESIDENCE,2 bed rooms+hall,163060.63888888888
ELITE DOWNTOWN RESIDENCE,3 bed rooms+hall,283500.0
ELITE DOWNTOWN RESIDENCE,Clinic,684900.0
ELITE DOWNTOWN RESIDENCE,Shop,474004.28571428574
ELITE DOWNTOWN RESIDENCE,Studio,73745.65363128492
ELITE II SPORTS RESIDENCE,1bed room+Hall,49184.13673469388
ELITE II SPORTS RESIDENCE,2 bed rooms+hall,62751.833333333336
ELITE II SPORTS RESIDENCE,Studio,33241.19518716577
ELITE RESIDENCE,1bed room+Hall,78199.01571313456
ELITE RESIDENCE,2 bed rooms+hall,108777.92196776929
ELITE RESIDENCE,3 bed rooms+hall,258398.23076923078
ELITE RESIDENCE,4 bed rooms+hall,250789.48701298703
ELITE RESIDENCE,Shop,758252.4375
ELITE SPORTS RESIDENCE,1bed room+Hall,45271.37768817204
ELITE SPORTS RESIDENCE,2 bed rooms+hall,64470.45
ELITE SPORTS RESIDENCE,Studio,31680.40286054827
ELYSEE II by PANTHEON,1bed room+Hall,68965.5172413793
ELYSEE II by PANTHEON,2 bed rooms+hall,90000.0
ELYSEE II by PANTHEON,Studio,46156.7182320442
ELZ Residence,1bed room+Hall,47953.014492753624
ELZ Residence,2 bed rooms+hall,82166.66666666667
ELZ Residence,Shop,76549.85714285714
ELZ Residence,Studio,33884.23353293413
EMERALD PALACE KEMPINSKI,1bed room+Hall,116974.5
EMERALD PALACE KEMPINSKI,2 bed rooms+hall,203220.42307692306
EMERALD PALACE KEMPINSKI,3 bed rooms+hall,316601.20588235295
EMERALD PALACE KEMPINSKI,4 bed rooms+hall,607375.9629629629
EMERALD PALACE KEMPINSKI,5 bed rooms+hall,803562.5625
EMERALD PALACE KEMPINSKI,6 bed rooms+hall,850000.0
EMERALD PALACE KEMPINSKI,Office,409062.07692307694
EMERALD PALACE KEMPINSKI,Restaurant,122132.88888888889
EMERALD PALACE KEMPINSKI,Shop,166301.42857142858
EMERALD PALACE KEMPINSKI HOTEL,Office,91666.66666666667
EMERALD PALACE KEMPINSKI HOTEL,Shop,241714.2857142857
EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE),1bed room+Hall,48589.85637583893
EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE),2 bed rooms+hall,74904.19565217392
EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE),Shop,69891.90123456791
EMIRATES GARDEN 1 (LAVENDER - GARDENIA - ROSE),Studio,34083.95094339622
EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),1bed room+Hall,50205.80420711974
EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),2 bed rooms+hall,82533.46575342465
EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),Shop,209543.4347826087
EMIRATES GARDEN 2 (MAPLE- MAGNOLA - MULBERRY),Studio,38888.290203327175
EMIRATES GARDEN I - GARDENIA,1bed room+Hall,49994.509745127434
EMIRATES GARDEN I - GARDENIA,2 bed rooms+hall,78157.50515463918
EMIRATES GARDEN I - GARDENIA,Shop,74953.9375
EMIRATES GARDEN I - GARDENIA,Studio,33990.79190751445
EMIRATES GARDEN I - ROSE 1,1bed room+Hall,48567.69292604502
EMIRATES GARDEN I - ROSE 1,2 bed rooms+hall,74462.6170212766
EMIRATES GARDEN I - ROSE 1,Shop,68610.52631578948
EMIRATES GARDEN I - ROSE 1,Studio,33291.085
EMIRATES GARDEN II - MAGNOLIA,1bed room+Hall,49671.56695652174
EMIRATES GARDEN II - MAGNOLIA,2 bed rooms+hall,74327.78861788618
EMIRATES GARDEN II - MAGNOLIA,Shop,178569.26829268291
EMIRATES GARDEN II - MAGNOLIA,Studio,34464.87707641196
EMIRATES GARDEN II - MAPLE,1bed room+Hall,50911.48351648352
EMIRATES GARDEN II - MAPLE,2 bed rooms+hall,79590.0
EMIRATES GARDEN II - MAPLE,Shop,102107.05263157895
EMIRATES GARDEN II - MAPLE,Studio,34758.10079051383
EMPIRE HEIGHTS,Office,126993.22929936305
EMPIRE HEIGHTS,Shop,172883.92647058822
ENI CORAL TOWER,2 bed rooms+hall,106338.22515391381
ENI CORAL TOWER,3 bed rooms+hall,154633.33333333334
ENI CORAL TOWER,4 bed rooms+hall,200840.44444444444
ENI CORAL TOWER,Shop,250535.24137931035
EQUITI APARTMENTS,1bed room+Hall,46719.96551724138
EQUITI APARTMENTS,2 bed rooms+hall,62500.0
EQUITI APARTMENTS,Shop,100000.0
EQUITI APARTMENTS,Studio,33513.63157894737
EQUITI RESIDENCE,1bed room+Hall,61692.307692307695
EQUITI RESIDENCE,2 bed rooms+hall,83484.84848484848
EQUITI RESIDENCE,3 bed rooms+hall,143750.0
ERANTIS,2 bed rooms+hall,91000.0
ERANTIS,3 bed rooms+hall,136753.08333333334
ESCAN MARINA TOWER,1bed room+Hall,56102.13868613139
ESCAN MARINA TOWER,2 bed rooms+hall,79739.04731861199
ESCAN MARINA TOWER,Shop,1302166.6666666667
ESCAN MARINA TOWER,Studio,39763.448979591834
EXECUTIVE BAY A,Office,105000.0
EXECUTIVE BAY B,1bed room+Hall,65488.103343465045
EXECUTIVE BAY B,2 bed rooms+hall,89878.53333333334
EXECUTIVE BAY B,Office,59973.24693877551
EXECUTIVE BAY B,Shop,210216.6917293233
EXECUTIVE BAY B,Studio,51266.173796791445
EXECUTIVE HEIGHT,Office,322006.7077051926
EXECUTIVE HEIGHT,Shop,499256.5882352941
Easy18,1bed room+Hall,36035.49438202247
Easy18,Studio,25565.749271137025
Edison House,2 bed rooms+hall,66543.35555555555
Elan,3 bed rooms+hall,173296.73198198198
Elan,4 bed rooms+hall,222293.4976076555
Emirates Living - Springs 1,2 bed rooms+hall,120759.92993630574
Emirates Living - Springs 1,3 bed rooms+hall,172455.89428571428
Emirates Living - Springs 1,4 bed rooms+hall,218824.4
Emirates Living - Springs 1,5 bed rooms+hall,140354.0
Emirates Living - Springs 10,2 bed rooms+hall,110126.55793991416
Emirates Living - Springs 10,3 bed rooms+hall,148446.868852459
Emirates Living - Springs 10,4 bed rooms+hall,173247.28
Emirates Living - Springs 11,1bed room+Hall,230216.3
Emirates Living - Springs 11,2 bed rooms+hall,107854.08665511265
Emirates Living - Springs 11,3 bed rooms+hall,154053.31140350876
Emirates Living - Springs 11,4 bed rooms+hall,173511.87387387388
Emirates Living - Springs 12,2 bed rooms+hall,108892.25661680092
Emirates Living - Springs 12,3 bed rooms+hall,151693.63390170512
Emirates Living - Springs 12,4 bed rooms+hall,182810.4411764706
Emirates Living - Springs 12,5 bed rooms+hall,107361.5
Emirates Living - Springs 12,Office,48000.0
Emirates Living - Springs 14,1bed room+Hall,105065.25
Emirates Living - Springs 14,2 bed rooms+hall,112095.50056882821
Emirates Living - Springs 14,3 bed rooms+hall,160029.35049961568
Emirates Living - Springs 14,4 bed rooms+hall,163446.79333333333
Emirates Living - Springs 15,1bed room+Hall,178750.0
Emirates Living - Springs 15,2 bed rooms+hall,112461.23522595597
Emirates Living - Springs 15,3 bed rooms+hall,151459.90752688173
Emirates Living - Springs 15,4 bed rooms+hall,168160.2365591398
Emirates Living - Springs 15,5 bed rooms+hall,125000.0
Emirates Living - Springs 2,1bed room+Hall,28000.0
Emirates Living - Springs 2,2 bed rooms+hall,119398.37455197133
Emirates Living - Springs 2,3 bed rooms+hall,179834.5246031746
Emirates Living - Springs 2,4 bed rooms+hall,176003.7037037037
Emirates Living - Springs 3,2 bed rooms+hall,110486.79640718563
Emirates Living - Springs 3,3 bed rooms+hall,159588.6233951498
Emirates Living - Springs 3,4 bed rooms+hall,170271.86904761905
Emirates Living - Springs 3,5 bed rooms+hall,100000.0
Emirates Living - Springs 4,2 bed rooms+hall,105059.08455882352
Emirates Living - Springs 4,3 bed rooms+hall,158803.1464968153
Emirates Living - Springs 4,4 bed rooms+hall,179113.1
Emirates Living - Springs 4,5 bed rooms+hall,193323.75
Emirates Living - Springs 5,2 bed rooms+hall,107499.89644513138
Emirates Living - Springs 5,3 bed rooms+hall,161235.26787416587
Emirates Living - Springs 5,4 bed rooms+hall,162969.125
Emirates Living - Springs 6,2 bed rooms+hall,108424.92730210016
Emirates Living - Springs 6,3 bed rooms+hall,161192.5977198697
Emirates Living - Springs 6,4 bed rooms+hall,201058.51351351352
Emirates Living - Springs 6,5 bed rooms+hall,230778.48529411765
Emirates Living - Springs 6,6 bed rooms+hall,140000.0
Emirates Living - Springs 7,2 bed rooms+hall,109986.13559322034
Emirates Living - Springs 7,3 bed rooms+hall,154996.21445221445
Emirates Living - Springs 7,4 bed rooms+hall,152387.27659574468
Emirates Living - Springs 8,2 bed rooms+hall,110672.54993514916
Emirates Living - Springs 8,3 bed rooms+hall,152682.4501953125
Emirates Living - Springs 8,4 bed rooms+hall,194646.6
Emirates Living - Springs 9,2 bed rooms+hall,109498.51051051052
Emirates Living - Springs 9,3 bed rooms+hall,142260.7390946502
Emirates Living - Springs 9,4 bed rooms+hall,154176.75925925927
FAHAD 2,1bed room+Hall,57238.45070422535
FAHAD 2,2 bed rooms+hall,79184.32994923858
FAHAD 2,3 bed rooms+hall,104984.64367816092
FAIR VIEW RESIDENCY,1bed room+Hall,67515.43873085339
FAIR VIEW RESIDENCY,2 bed rooms+hall,83429.0
FAIR VIEW RESIDENCY,Shop,331431.70967741933
FAIR VIEW RESIDENCY,Studio,44640.0
FAIRMONT PALM HOTEL & RESORT,2 bed rooms+hall,1000000.0
FAIRMONT PALM HOTEL & RESORT,3 bed rooms+hall,200000.0
FAIRMONT PALM HOTEL & RESORT,Hotel,102388.9
FAIRMONT PALM HOTEL & RESORT,Shop,167513.39215686274
FAIRMONT PALM RESIDENCE,1bed room+Hall,116438.08073654391
FAIRMONT PALM RESIDENCE,2 bed rooms+hall,179107.80208333334
FAIRMONT PALM RESIDENCE,3 bed rooms+hall,269976.415625
FAIRMONT PALM RESIDENCE,4 bed rooms+hall,336668.7878787879
FAIRMONT PALM RESIDENCE,5 bed rooms+hall,381578.3333333333
FAIRMONT PALM RESIDENCE,6 bed rooms+hall,199815.33333333334
FAIRMONT PALM RESIDENCE,Health club,414618.5
FAIRMONT PALM RESIDENCE,Office,63624.62195121951
FAIRWAY VISTAS,6 bed rooms+hall,783586.6363636364
FAIRWAY VISTAS,7 bed rooms+hall,1256250.0
FIVE LUXE,1bed room+Hall,654545.0
FIVE LUXE,Hotel,380546.5
FLAME TREE RIDGE,4 bed rooms+hall,404322.85714285716
FLAME TREE RIDGE,5 bed rooms+hall,400554.02205882355
FORTE,1bed room+Hall,111041.46341463414
FORTE,2 bed rooms+hall,175526.78534031415
FORTE,3 bed rooms+hall,254489.92792792793
FORTE,Shop,386240.3333333333
FORTE,Supermarket,304480.0
FORTUNATO,1bed room+Hall,54956.47721179625
FORTUNATO,2 bed rooms+hall,87547.63368983957
FORTUNATO,3 bed rooms+hall,100035.14864864865
FORTUNATO,4 bed rooms+hall,114997.06382978724
FORTUNATO,5 bed rooms+hall,110500.0
FORTUNATO,Duplex,52000.0
FORTUNATO,Office,73750.0
FORTUNATO,Studio,36809.779922779926
FORUM RESIDENCES,1bed room+Hall,64846.153846153844
FORUM RESIDENCES,2 bed rooms+hall,87937.75
FRANKFURT SPORTS TOWER I,1bed room+Hall,41616.56504065041
FRANKFURT SPORTS TOWER I,2 bed rooms+hall,63508.293103448275
FRANKFURT SPORTS TOWER I,Studio,31801.173076923078
Farhad Azizi Residence,1bed room+Hall,72684.55633802817
Farhad Azizi Residence,2 bed rooms+hall,103169.86363636363
Farhad Azizi Residence,3 bed rooms+hall,170000.0
Farhad Azizi Residence,Shop,20000.0
Farhad Azizi Residence,Studio,48008.101313320825
Fawad Azizi Residence,1bed room+Hall,74986.82608695653
Fawad Azizi Residence,2 bed rooms+hall,106250.0
Fawad Azizi Residence,Studio,52400.0
Five at Jumeirah Village Circle Dubai,1bed room+Hall,94583.38636363637
Five at Jumeirah Village Circle Dubai,2 bed rooms+hall,169155.45454545456
Five at Jumeirah Village Circle Dubai,4 bed rooms+hall,358500.0
Five at Jumeirah Village Circle Dubai,Hotel,207300.0
Five at Jumeirah Village Circle Dubai,Penthouse,277666.6666666667
Five at Jumeirah Village Circle Dubai,Shop,100000.0
GALLERY VILLAS,Coffe shop,550000.0
GALLERY VILLAS,Office,117028.57142857143
GALLERY VILLAS,Restaurant,1192855.0
GALLERY VILLAS,School,119660.2
GALLERY VILLAS,Shop,156055.0
GALLERY VILLAS,Supermarket,3161568.0
GEMINI SPLENDOR,1bed room+Hall,57627.73333333333
GEMINI SPLENDOR,2 bed rooms+hall,100107.24137931035
GEMINI SPLENDOR,3 bed rooms+hall,1540000.0
GEMINI SPLENDOR,Shop,112662.38888888889
GENESIS,1bed room+Hall,66264.84033613445
GENESIS,2 bed rooms+hall,55979.00621118012
GENESIS,Shop,37272.72727272727
GENESIS,Studio,32367.126126126128
GHALIA,1bed room+Hall,54023.82396449704
GHALIA,2 bed rooms+hall,74286.32698412698
GHALIA,3 bed rooms+hall,104131.8
GHALIA,Shop,171765.17647058822
GHALIA,Studio,36988.78956043956
GIOVANNI BOUTIQUE,2 bed rooms+hall,74077.0959409594
GIOVANNI BOUTIQUE,Studio,39558.325370675455
GLAMZ RESIDENCE,1bed room+Hall,51964.01602564102
GLAMZ RESIDENCE,2 bed rooms+hall,69085.51898734177
GLAMZ RESIDENCE,Shop,83774.23076923077
GLAMZ RESIDENCE,Studio,33774.72919418758
GLITZ RESIDENCE 1,1bed room+Hall,46277.22491349481
GLITZ RESIDENCE 1,2 bed rooms+hall,67036.05960264901
GLITZ RESIDENCE 1,3 bed rooms+hall,83128.41333333333
GLITZ RESIDENCE 1,Shop,170544.4705882353
GLITZ RESIDENCE 1,Studio,34666.54430379747
GLITZ RESIDENCE 2,1bed room+Hall,45273.62730627306
GLITZ RESIDENCE 2,2 bed rooms+hall,64754.875
GLITZ RESIDENCE 2,3 bed rooms+hall,84100.68518518518
GLITZ RESIDENCE 2,Shop,837075.75
GLITZ RESIDENCE 2,Studio,33716.48854961832
GLITZ RESIDENCE 3,1bed room+Hall,45840.163398692814
GLITZ RESIDENCE 3,2 bed rooms+hall,65601.99390243902
GLITZ RESIDENCE 3,3 bed rooms+hall,78643.04385964913
GLITZ RESIDENCE 3,Shop,80701.0
GLITZ RESIDENCE 3,Studio,31558.70802919708
GLOBAL GOLF RESIDENCE 2,1bed room+Hall,37663.36309523809
GLOBAL GOLF RESIDENCE 2,2 bed rooms+hall,49438.80176211454
GLOBAL GOLF RESIDENCE 2,3 bed rooms+hall,67500.0
GLOBAL GOLF RESIDENCE 2,Duplex,50250.0
GLOBAL GOLF RESIDENCE 2,Studio,25777.723905723906
GLOBAL GREEN VIEW II,1bed room+Hall,38544.48433048433
GLOBAL GREEN VIEW II,2 bed rooms+hall,55254.91176470588
GLOBAL GREEN VIEW II,3 bed rooms+hall,68896.79166666667
GLOBAL GREEN VIEW II,Shop,31549.26
GLOBAL GREEN VIEW II,Studio,28771.761904761905
GLOBAL LAKE VIEW,1bed room+Hall,60939.91743119266
GLOBAL LAKE VIEW,2 bed rooms+hall,85323.35917312662
GLOBAL LAKE VIEW,3 bed rooms+hall,107079.5103626943
GLOBAL LAKE VIEW,4 bed rooms+hall,148300.0
GLOBAL LAKE VIEW,5 bed rooms+hall,192591.72
GLOBAL LAKE VIEW,Shop,260979.61538461538
GLOBAL LAKE VIEW,Studio,49020.5472972973
GOLD CREST EXECUTIVE,1bed room+Hall,67802.09880952381
GOLD CREST EXECUTIVE,Office,63608.12280701754
GOLD CREST EXECUTIVE,Shop,138017.65454545454
GOLD CREST EXECUTIVE,Studio,48159.757412398925
GOLD CREST EXECUTIVE,Warehouse,49200.0
GOLD CREST VIEWS2,1bed room+Hall,66491.53937007874
GOLD CREST VIEWS2,2 bed rooms+hall,85437.9899328859
GOLD CREST VIEWS2,3 bed rooms+hall,115826.52121212121
GOLD CREST VIEWS2,Shop,286996.5
GOLD CREST VIEWS2,Studio,45215.573357335736
GOLDEN MILE,1bed room+Hall,95983.81735159818
GOLDEN MILE,2 bed rooms+hall,130119.18676885842
GOLDEN MILE,3 bed rooms+hall,413104.9175141243
GOLDEN MILE,4 bed rooms+hall,221443.2037037037
GOLDEN MILE,5 bed rooms+hall,258100.0
GOLDEN MILE,Office,470006.32258064515
GOLDEN MILE,Penthouse,253246.61842105264
GOLDEN MILE,Shop,281413.9387755102
GOLF LINKS,3 bed rooms+hall,137094.39655172414
GOLF LINKS,4 bed rooms+hall,153588.93969849247
GOLF LINKS,5 bed rooms+hall,201621.42857142858
GOLF TOWER,1bed room+Hall,42547.591160220996
GOLF TOWER,2 bed rooms+hall,68662.62824207493
GOLF VIEW RESIDENCE,1bed room+Hall,48237.95302013423
GOLF VIEW RESIDENCE,2 bed rooms+hall,64601.422155688626
GOLF VIEW RESIDENCE,Shop,65881.0
GRAND CENTRAL,1bed room+Hall,26333.5
GRAND HORIZON 1,1bed room+Hall,52925.19770773639
GRAND VIEWS,3 bed rooms+hall,263127.6666666667
GRAND VIEWS,4 bed rooms+hall,207999.57227138642
GRAND VIEWS,6 bed rooms+hall,407212.22360248445
GRANDEUR RESIDENCES,1bed room+Hall,108436.06263048017
GRANDEUR RESIDENCES,2 bed rooms+hall,159264.99012345678
GRANDEUR RESIDENCES,3 bed rooms+hall,246645.87671232875
GRANDEUR RESIDENCES,4 bed rooms+hall,539667.75
GRANDEUR RESIDENCES,5 bed rooms+hall,576666.6666666666
GRANDEUR RESIDENCES,Shop,159835.07142857142
GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,2 bed rooms+hall,111333.33333333333
GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,3 bed rooms+hall,149904.84343434343
GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,4 bed rooms+hall,158426.3
GREEN COMMUNITY  WEST-  EXTENSION- PHASE III,Shop,111914.5
"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",3 bed rooms+hall,155704.06578947368
"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",4 bed rooms+hall,195015.20547945207
"GREEN COMMUNITY MOTOR CITY, PHASE II - CASA FAMILIA",5 bed rooms+hall,256581.39534883722
GREEN DIAMOND 1,1bed room+Hall,97000.0
GREEN DIAMOND 1,2 bed rooms+hall,56691.124760076775
GREEN DIAMOND 1,3 bed rooms+hall,73512.58771929824
GREEN PARK,1bed room+Hall,53546.90419161677
GREEN PARK,2 bed rooms+hall,91787.60975609756
GREEN PARK,3 bed rooms+hall,120000.0
GREEN PARK,Shop,240248.4814814815
GREEN PARK,Studio,35649.12209302326
Gardenia Livings,1bed room+Hall,72995.78260869565
Gardenia Livings,2 bed rooms+hall,102411.28
GardeniaTownHomes @ wasl gate,3 bed rooms+hall,143296.41780821918
GardeniaTownHomes @ wasl gate,4 bed rooms+hall,176282.3137254902
Golden Wood Views,1bed room+Hall,45470.4375
Golden Wood Views,2 bed rooms+hall,105000.0
Golden Wood Views,3 bed rooms+hall,130000.0
Golden Wood Views,Shop,104041.66666666667
Golden Wood Views,Studio,57496.333333333336
Golden Wood Views -1,1bed room+Hall,66535.71428571429
Golden Wood Views -1,2 bed rooms+hall,102500.0
Golden Wood Views -1,3 bed rooms+hall,137500.0
Golf Grove,3 bed rooms+hall,324669.6287878788
Golf Grove,4 bed rooms+hall,375490.9090909091
Golf Place,4 bed rooms+hall,921360.619047619
Golf Place,5 bed rooms+hall,1187191.0
Golf Place,6 bed rooms+hall,1546916.142857143
Golf Suites - Dubai Hills,1bed room+Hall,108628.78787878787
Golf Suites - Dubai Hills,2 bed rooms+hall,162590.4492753623
Golf Suites - Dubai Hills,3 bed rooms+hall,304944.4705882353
Golf Suites - Dubai Hills,Coffe shop,57994.0
Golf Suites - Dubai Hills,Shop,151109.2
Golf Views,1bed room+Hall,33317.57191780822
Golf Views,2 bed rooms+hall,51712.71659919028
Golf Views,3 bed rooms+hall,85554.42857142857
Golf ville,1bed room+Hall,77807.66666666667
Golf ville,2 bed rooms+hall,115993.63636363637
Golf ville,Shop,238093.0
Grande,2 bed rooms+hall,175000.0
Grande,Shop,923220.0
Greenview,3 bed rooms+hall,120000.0
Greenview,4 bed rooms+hall,150000.0
Grenland Residence By arloid,1bed room+Hall,52847.5
Grenland Residence By arloid,2 bed rooms+hall,94091.74468085106
Grenland Residence By arloid,3 bed rooms+hall,94393.875
Grenland Residence By arloid,Shop,222416.0
HAMENI,1bed room+Hall,63567.19560878244
HAMENI,2 bed rooms+hall,93079.77643504532
HAMENI,3 bed rooms+hall,146226.88636363635
HAMENI,4 bed rooms+hall,153189.84615384616
HAMENI,Shop,117687.5
HAMENI,Spa,200000.0
HAMENI,Studio,43552.961672473866
HAMENI,Supermarket,174999.5
HAMILTON RESIDENCY,1bed room+Hall,62837.24251805986
HAMILTON RESIDENCY,3 bed rooms+hall,84300.0
HAMILTON RESIDENCY,Shop,183410.11320754717
HAMILTON RESIDENCY,Studio,48919.16560509554
HAMZA TOWER,1bed room+Hall,45082.80960548885
HAMZA TOWER,2 bed rooms+hall,61274.90751445087
HAMZA TOWER,Studio,31249.0
HANOVER SQUARE,1bed room+Hall,46100.156398104264
HANOVER SQUARE,2 bed rooms+hall,70641.20168067227
HANOVER SQUARE,Studio,33024.289537712895
HARBOUR RESIDENCES,1bed room+Hall,115712.16517857143
HARBOUR RESIDENCES,2 bed rooms+hall,162353.95804195805
HARBOUR RESIDENCES,3 bed rooms+hall,282826.2
HARBOUR RESIDENCES,4 bed rooms+hall,245625.0
HARBOUR RESIDENCES,5 bed rooms+hall,348333.3333333333
HARBOUR RESIDENCES,Office,50000.0
HARBOUR RESIDENCES,Shop,54411.76470588235
HARBOUR RESIDENCES,Studio,96142.26470588235
HARBOUR VIEWS,1bed room+Hall,65138.09219858156
HARBOUR VIEWS,2 bed rooms+hall,101244.80975609756
HARBOUR VIEWS,3 bed rooms+hall,158036.4412811388
HARBOUR VIEWS,4 bed rooms+hall,285648.14814814815
HARBOUR VIEWS,Shop,437434.5
HARRINGTON HOUSE,1bed room+Hall,80010.13513513513
HARRINGTON HOUSE,2 bed rooms+hall,121124.0
HARRINGTON HOUSE,Studio,51329.545454545456
HAYAT BOULEVARD,1bed room+Hall,38110.480640854475
HAYAT BOULEVARD,2 bed rooms+hall,54020.278857142854
HAYAT BOULEVARD,3 bed rooms+hall,78071.33121019109
HAYAT BOULEVARD,4 bed rooms+hall,101626.69230769231
HAYAT BOULEVARD,Clinic,768859.0
HAYAT BOULEVARD,Shop,153332.0
HAYAT BOULEVARD,Studio,25609.59880239521
HDS BUSINESS CENTRE,Clinic,75000.0
HDS BUSINESS CENTRE,Office,134950.29737402414
HDS BUSINESS CENTRE,Restaurant,254681.88888888888
HDS BUSINESS CENTRE,Shop,276097.4186046512
HDS SUNSTAR 1,1bed room+Hall,39892.11390284757
HDS SUNSTAR 1,2 bed rooms+hall,55347.565868263475
HILIANA,1bed room+Hall,65197.75
HILIANA,2 bed rooms+hall,85414.52112676056
HILIANA,5 bed rooms+hall,950000.0
HILIANA,Shop,289541.8
HILIANA,Studio,43955.12755102041
HOCKEY TOWER,1bed room+Hall,44705.13416815743
HOCKEY TOWER,Studio,32956.15109343937
HUB CANAL 1 TOWER,1bed room+Hall,46856.80662983425
HUB CANAL 1 TOWER,2 bed rooms+hall,54333.333333333336
HUB CANAL 2 TOWER,1bed room+Hall,41154.707434052754
